 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
 0.2670E+04  0.2670E+04  0.2670E+04  0.2670E+04
