  0.0000000000000000D+00  0.0000000000000000D+00  0.0000000000000000D+00  0.0000000000000000D+00
  0.0000000000000000D+00  0.0000000000000000D+00  0.1040232383281835D+03  0.0000000000000000D+00
  0.1763835597056968D+01  0.0000000000000000D+00  0.1924252587135513D+03  0.0000000000000000D+00
  0.3262795184486206D+01  0.0000000000000000D+00  0.1208634600995312D+03  0.0000000000000000D+00
  0.3813216838529708D+01  0.0000000000000000D+00  0.6944047322274122D+02  0.0000000000000000D+00
  0.4440239575905115D+01  0.0000000000000000D+00  0.1339659608741490D+03  0.0000000000000000D+00
  0.6084766295952674D+01  0.0000000000000000D+00  0.2328616795804564D+03  0.0000000000000000D+00
  0.8388681541715378D+01  0.0000000000000000D+00  0.2555758645986354D+03  0.0000000000000000D+00
  0.1041835381901625D+02  0.0000000000000000D+00  0.2091131364047177D+03  0.0000000000000000D+00
  0.1193443919866518D+02  0.0000000000000000D+00  0.1809516568545039D+03  0.0000000000000000D+00
  0.1348660067266123D+02  0.0000000000000000D+00  0.2130952175292169D+03  0.0000000000000000D+00
  0.1554771769567574D+02  0.0000000000000000D+00  0.2658389372968491D+03  0.0000000000000000D+00
  0.1799421058967472D+02  0.0000000000000000D+00  0.2896161131140773D+03  0.0000000000000000D+00
  0.2045849742145441D+02  0.0000000000000000D+00  0.2883519460129188D+03  0.0000000000000000D+00
  0.2288355488458729D+02  0.0000000000000000D+00  0.2997426804384535D+03  0.0000000000000000D+00
  0.2554098493301050D+02  0.0000000000000000D+00  0.3392191252269935D+03  0.0000000000000000D+00
  0.2863541166095712D+02  0.0000000000000000D+00  0.3862636658982373D+03  0.0000000000000000D+00
  0.3209053688611904D+02  0.0000000000000000D+00  0.4183329483025532D+03  0.0000000000000000D+00
  0.3572873578253391D+02  0.0000000000000000D+00  0.4383527284868396D+03  0.0000000000000000D+00
  0.3952331978154111D+02  0.0000000000000000D+00  0.4642930836148706D+03  0.0000000000000000D+00
  0.4360136772044366D+02  0.0000000000000000D+00  0.5037507289092812D+03  0.0000000000000000D+00
  0.4806500221686720D+02  0.0000000000000000D+00  0.5483845174551445D+03  0.0000000000000000D+00
  0.5289986821233065D+02  0.0000000000000000D+00  0.5893536014349127D+03  0.0000000000000000D+00
  0.5805818141577876D+02  0.0000000000000000D+00  0.6291029852044195D+03  0.0000000000000000D+00
  0.6356704467551253D+02  0.0000000000000000D+00  0.6761023241545456D+03  0.0000000000000000D+00
  0.6952228660768219D+02  0.0000000000000000D+00  0.7335083917212814D+03  0.0000000000000000D+00
  0.7600453684410107D+02  0.0000000000000000D+00  0.7971124727757494D+03  0.0000000000000000D+00
  0.8303826031640533D+02  0.0000000000000000D+00  0.8625195490019789D+03  0.0000000000000000D+00
  0.9062956398359003D+02  0.0000000000000000D+00  0.9304200734453036D+03  0.0000000000000000D+00
  0.9881462021573515D+02  0.0000000000000000D+00  0.1004275650843154D+04  0.0000000000000000D+00
  0.1076582315263768D+03  0.0000000000000000D+00  0.1085483233646225D+04  0.0000000000000000D+00
  0.1172202572472731D+03  0.0000000000000000D+00  0.1172654956277411D+04  0.0000000000000000D+00
  0.1275419670088453D+03  0.0000000000000000D+00  0.1264759252211446D+04  0.0000000000000000D+00
  0.1386657287266329D+03  0.0000000000000000D+00  0.1363223703533742D+04  0.0000000000000000D+00
  0.1506570183539944D+03  0.0000000000000000D+00  0.1470673339530939D+04  0.0000000000000000D+00
  0.1636027142463819D+03  0.0000000000000000D+00  0.1588631548997520D+04  0.0000000000000000D+00
  0.1775941231948306D+03  0.0000000000000000D+00  0.1717084549085805D+04  0.0000000000000000D+00
  0.1927178898504997D+03  0.0000000000000000D+00  0.1855808465765992D+04  0.0000000000000000D+00
