  0.0000000000000000D+00  0.0000000000000000D+00  0.0000000000000000D+00  0.0000000000000000D+00  0.0000000000000000D+00  0.0000000000000000D+00
  0.0000000000000000D+00  0.0000000000000000D+00  0.0000000000000000D+00  0.0000000000000000D+00  0.0000000000000000D+00  0.3303084561047385D+02
  0.0000000000000000D+00  0.0000000000000000D+00  0.3556859772715141D+00  0.0000000000000000D+00 -0.8800381744679221D-04  0.8486627129447734D+02
  0.0000000000000000D+00 -0.9476513008876967D-06  0.9138652700188196D+00  0.0000000000000000D+00  0.2614108557596728D+00  0.1036772328810106D+03
  0.0000000000000000D+00  0.2814949904606096D-02  0.1472113280797625D+01  0.0000000000000000D+00  0.1125285985181489D+01  0.8961670717246270D+02
  0.0000000000000000D+00  0.1211646678214312D-01  0.1878884647554375D+01  0.0000000000000000D+00  0.2279357448311496D+01  0.5821980875812469D+02
  0.0000000000000000D+00  0.2735974936613429D-01  0.2099041510819320D+01  0.0000000000000000D+00  0.2887625476156312D+01  0.3172700754735421D+02
  0.0000000000000000D+00  0.4321127742044832D-01  0.2220530508470604D+01  0.0000000000000000D+00  0.2517289037458181D+01  0.2793919831838636D+02
  0.0000000000000000D+00  0.5446666700070034D-01  0.2399899114504367D+01  0.0000000000000000D+00  0.1555489784182177D+01  0.5147197922005024D+02
  0.0000000000000000D+00  0.5996125441308268D-01  0.2774796101513046D+01  0.0000000000000000D+00  0.6961843839375726D+00  0.9217098791592451D+02
  0.0000000000000000D+00  0.6196338766847164D-01  0.3392423747375436D+01  0.0000000000000000D+00  0.4032212308429117D+00  0.1314014411429431D+03
  0.0000000000000000D+00  0.6430326064690145D-01  0.4189765931803825D+01  0.0000000000000000D+00  0.9307335140251187D+00  0.1519763853865891D+03
  0.0000000000000000D+00  0.7198580318333214D-01  0.5028950701480433D+01  0.0000000000000000D+00  0.2409572099950941D+01  0.1464359544041461D+03
  0.0000000000000000D+00  0.9025025023609505D-01  0.5766631875962691D+01  0.0000000000000000D+00  0.4591365903053281D+01  0.1202635473349114D+03
  0.0000000000000000D+00  0.1214269978623074D+00  0.6323984376016244D+01  0.0000000000000000D+00  0.6713009233628251D+01  0.8877999672504950D+02
  0.0000000000000000D+00  0.1625379318126948D+00  0.6722641306350934D+01  0.0000000000000000D+00  0.7939591639437648D+01  0.6916531255893932D+02
  0.0000000000000000D+00  0.2069228838808795D+00  0.7068777048929685D+01  0.0000000000000000D+00  0.7971852849043914D+01  0.7187726209857153D+02
  0.0000000000000000D+00  0.2483812161389604D+00  0.7496637059127679D+01  0.0000000000000000D+00  0.7147465261000071D+01  0.9603383063438721D+02
  0.0000000000000000D+00  0.2838889172774595D+00  0.8102897921980778D+01  0.0000000000000000D+00  0.6077531223485392D+01  0.1306782747070601D+03
  0.0000000000000000D+00  0.3138258813502586D+00  0.8903819617984043D+01  0.0000000000000000D+00  0.5341087357016898D+01  0.1607631687853004D+03
  0.0000000000000000D+00  0.3414033357297284D+00  0.9834043575137571D+01  0.0000000000000000D+00  0.5389470791551155D+01  0.1747753086093923D+03
  0.0000000000000000D+00  0.3718613070270782D+00  0.1078585216352536D+02  0.0000000000000000D+00  0.6411363742593692D+01  0.1702427264861761D+03
  0.0000000000000000D+00  0.4104428088731128D+00  0.1166726792723838D+02  0.0000000000000000D+00  0.8149627953909874D+01  0.1543692702633912D+03
  0.0000000000000000D+00  0.4596189265978748D+00  0.1244814641423367D+02  0.0000000000000000D+00  0.9984960767426147D+01  0.1397433657063349D+03
  0.0000000000000000D+00  0.5179638384725953D+00  0.1317206608422856D+02  0.0000000000000000D+00  0.1134564144795005D+02  0.1377160520060719D+03
  0.0000000000000000D+00  0.5817921707762400D+00  0.1393111385386295D+02  0.0000000000000000D+00  0.1205844277226148D+02  0.1528904334034722D+03
  0.0000000000000000D+00  0.6478127394787638D+00  0.1481843577944870D+02  0.0000000000000000D+00  0.1233666260024239D+02  0.1812374709541820D+03
  0.0000000000000000D+00  0.7146370257031378D+00  0.1588273288701646D+02  0.0000000000000000D+00  0.1254898100401356D+02  0.2125238125878394D+03
  0.0000000000000000D+00  0.7829439021747282D+00  0.1710695545179412D+02  0.0000000000000000D+00  0.1304592499455228D+02  0.2356800279599986D+03
  0.0000000000000000D+00  0.8551194292062081D+00  0.1842060557901162D+02  0.0000000000000000D+00  0.1406453983210622D+02  0.2443030843402064D+03
  0.0000000000000000D+00  0.9343950534425771D+00  0.1973768378157196D+02  0.0000000000000000D+00  0.1561178615597112D+02  0.2395483587166842D+03
  0.0000000000000000D+00  0.1023231789432302D+01  0.2100013360801593D+02  0.0000000000000000D+00  0.1740833893428168D+02  0.2291592338572987D+03
  0.0000000000000000D+00  0.1121853228735259D+01  0.2220533862173382D+02  0.0000000000000000D+00  0.1904725913401638D+02  0.2233426025437154D+03
  0.0000000000000000D+00  0.1228338345265621D+01  0.2340515323085402D+02  0.0000000000000000D+00  0.2028353074794275D+02  0.2296637507210410D+03
  0.0000000000000000D+00  0.1340272325287578D+01  0.2467842624965552D+02  0.0000000000000000D+00  0.2118245255444027D+02  0.2495181806746789D+03
  0.0000000000000000D+00  0.1456437299397286D+01  0.2609203927025173D+02  0.0000000000000000D+00  0.2201774396718086D+02  0.2778523749315722D+03
  0.0000000000000000D+00  0.1577365945978821D+01  0.2767042332657594D+02  0.0000000000000000D+00  0.2307609946496423D+02  0.3060886311759006D+03
  0.0000000000000000D+00  0.1704927607111594D+01  0.2938809275902398D+02  0.0000000000000000D+00  0.2453285670195813D+02  0.3266121451968217D+03
  0.0000000000000000D+00  0.1841543049229581D+01  0.3118748012321575D+02  0.0000000000000000D+00  0.2639683378658003D+02  0.3365105278731240D+03
  0.0000000000000000D+00  0.1989176570428363D+01  0.3301173828660782D+02  0.0000000000000000D+00  0.2848701643248953D+02  0.3387540992791487D+03
  0.0000000000000000D+00  0.2148299721427120D+01  0.3483528509550591D+02  0.0000000000000000D+00  0.3049780956238573D+02  0.3403742506478173D+03
  0.0000000000000000D+00  0.2317586061567699D+01  0.3667698953107911D+02  0.0000000000000000D+00  0.3218812242680691D+02  0.3487366692673605D+03
  0.0000000000000000D+00  0.2494911004617630D+01  0.3859058535277337D+02  0.0000000000000000D+00  0.3357138055558362D+02  0.3678908942545858D+03
  0.0000000000000000D+00  0.2679092680020129D+01  0.4063854818432596D+02  0.0000000000000000D+00  0.3493299570170295D+02  0.3967827692757421D+03
  0.0000000000000000D+00  0.2871079900252622D+01  0.4286326031600799D+02  0.0000000000000000D+00  0.3665820685068373D+02  0.4300702666943919D+03
  0.0000000000000000D+00  0.3073839162822017D+01  0.4526967282789579D+02  0.0000000000000000D+00  0.3901745887163160D+02  0.4609821648389871D+03
  0.0000000000000000D+00  0.3291231511055064D+01  0.4782725347982519D+02  0.0000000000000000D+00  0.4204515223852983D+02  0.4847056534596280D+03
  0.0000000000000000D+00  0.3526593877001935D+01  0.5048912757855308D+02  0.0000000000000000D+00  0.4553410228666811D+02  0.5006139542994903D+03
  0.0000000000000000D+00  0.3781556277850592D+01  0.5321801354908327D+02  0.0000000000000000D+00  0.4911607102361788D+02  0.5123189319640410D+03
  0.0000000000000000D+00  0.4055490349341506D+01  0.5600593033132748D+02  0.0000000000000000D+00  0.5241540237284788D+02  0.5256646462542608D+03
  0.0000000000000000D+00  0.4345980932215309D+01  0.5887852692572974D+02  0.0000000000000000D+00  0.5524249109371351D+02  0.5457629724624242D+03
  0.0000000000000000D+00  0.4650357936544598D+01  0.6188286846691518D+02  0.0000000000000000D+00  0.5772482665301177D+02  0.5745701814904360D+03
  0.0000000000000000D+00  0.4967579047596126D+01  0.6506566966268996D+02  0.0000000000000000D+00  0.6026739478343561D+02  0.6101704944577502D+03
